  -2.3745504e-01  -7.8199148e-02
  -2.0107915e-01  -1.4855026e-01
  -1.4452299e-01  -2.0399290e-01
  -7.3462568e-02  -2.3896286e-01
   4.9705468e-03  -2.4995059e-01
   7.3462568e-02  -2.3896286e-01
   1.4452299e-01  -2.0399290e-01
   2.0107915e-01  -1.4855026e-01
   2.3745504e-01  -7.8199148e-02
   2.5000000e-01   0.0000000e+00
   2.3745504e-01   7.8199148e-02
   2.0107915e-01   1.4855026e-01
   1.4452299e-01   2.0399290e-01
   7.3462568e-02   2.3896286e-01
  -4.9705468e-03   2.4995059e-01
  -7.3462568e-02   2.3896286e-01
  -1.4452299e-01   2.0399290e-01
  -2.0107915e-01   1.4855026e-01
  -2.3745504e-01   7.8199148e-02
  -2.5000000e-01   0.0000000e+00
   9.5999998e-01  -1.0000000e+00
   8.8000000e-01  -1.0000000e+00
   8.3999997e-01  -1.0000000e+00
   7.5999999e-01  -1.0000000e+00
   7.2000003e-01  -1.0000000e+00
   6.8000001e-01  -1.0000000e+00
   6.0000002e-01  -1.0000000e+00
   5.6000000e-01  -1.0000000e+00
   4.7999999e-01  -1.0000000e+00
   4.4000000e-01  -1.0000000e+00
   4.0000001e-01  -1.0000000e+00
   3.1999999e-01  -1.0000000e+00
   2.8000000e-01  -1.0000000e+00
   2.3999999e-01  -1.0000000e+00
   1.6000000e-01  -1.0000000e+00
   1.2000000e-01  -1.0000000e+00
   3.9999999e-02  -1.0000000e+00
   0.0000000e+00  -1.0000000e+00
  -3.9999999e-02  -1.0000000e+00
  -1.2000000e-01  -1.0000000e+00
  -1.6000000e-01  -1.0000000e+00
  -2.3999999e-01  -1.0000000e+00
  -2.8000000e-01  -1.0000000e+00
  -3.1999999e-01  -1.0000000e+00
  -4.0000001e-01  -1.0000000e+00
  -4.4000000e-01  -1.0000000e+00
  -5.1999998e-01  -1.0000000e+00
  -5.6000000e-01  -1.0000000e+00
  -6.0000002e-01  -1.0000000e+00
  -6.8000001e-01  -1.0000000e+00
  -7.2000003e-01  -1.0000000e+00
  -7.5999999e-01  -1.0000000e+00
  -8.3999997e-01  -1.0000000e+00
  -8.8000000e-01  -1.0000000e+00
  -9.5999998e-01  -1.0000000e+00
   1.0000000e+00  -1.0000000e+00
  -1.0000000e+00  -1.0000000e+00
   1.0000000e+00   9.5999998e-01
   1.0000000e+00   8.8000000e-01
   1.0000000e+00   8.3999997e-01
   1.0000000e+00   7.5999999e-01
   1.0000000e+00   7.2000003e-01
   1.0000000e+00   6.8000001e-01
   1.0000000e+00   6.0000002e-01
   1.0000000e+00   5.6000000e-01
   1.0000000e+00   4.7999999e-01
   1.0000000e+00   4.4000000e-01
   1.0000000e+00   4.0000001e-01
   1.0000000e+00   3.1999999e-01
   1.0000000e+00   2.8000000e-01
   1.0000000e+00   2.3999999e-01
   1.0000000e+00   1.6000000e-01
   1.0000000e+00   1.2000000e-01
   1.0000000e+00   3.9999999e-02
   1.0000000e+00   0.0000000e+00
   1.0000000e+00  -3.9999999e-02
   1.0000000e+00  -1.2000000e-01
   1.0000000e+00  -1.6000000e-01
   1.0000000e+00  -2.3999999e-01
   1.0000000e+00  -2.8000000e-01
   1.0000000e+00  -3.1999999e-01
   1.0000000e+00  -4.0000001e-01
   1.0000000e+00  -4.4000000e-01
   1.0000000e+00  -5.1999998e-01
   1.0000000e+00  -5.6000000e-01
   1.0000000e+00  -6.0000002e-01
   1.0000000e+00  -6.8000001e-01
   1.0000000e+00  -7.2000003e-01
   1.0000000e+00  -7.5999999e-01
   1.0000000e+00  -8.3999997e-01
   1.0000000e+00  -8.8000000e-01
   1.0000000e+00  -9.5999998e-01
   1.0000000e+00   1.0000000e+00
  -9.5999998e-01   1.0000000e+00
  -8.8000000e-01   1.0000000e+00
  -8.3999997e-01   1.0000000e+00
  -7.5999999e-01   1.0000000e+00
  -7.2000003e-01   1.0000000e+00
  -6.8000001e-01   1.0000000e+00
  -6.0000002e-01   1.0000000e+00
  -5.6000000e-01   1.0000000e+00
  -4.7999999e-01   1.0000000e+00
  -4.4000000e-01   1.0000000e+00
  -4.0000001e-01   1.0000000e+00
  -3.1999999e-01   1.0000000e+00
  -2.8000000e-01   1.0000000e+00
  -2.3999999e-01   1.0000000e+00
  -1.6000000e-01   1.0000000e+00
  -1.2000000e-01   1.0000000e+00
  -3.9999999e-02   1.0000000e+00
   0.0000000e+00   1.0000000e+00
   3.9999999e-02   1.0000000e+00
   1.2000000e-01   1.0000000e+00
   1.6000000e-01   1.0000000e+00
   2.3999999e-01   1.0000000e+00
   2.8000000e-01   1.0000000e+00
   3.1999999e-01   1.0000000e+00
   4.0000001e-01   1.0000000e+00
   4.4000000e-01   1.0000000e+00
   5.1999998e-01   1.0000000e+00
   5.6000000e-01   1.0000000e+00
   6.0000002e-01   1.0000000e+00
   6.8000001e-01   1.0000000e+00
   7.2000003e-01   1.0000000e+00
   7.5999999e-01   1.0000000e+00
   8.3999997e-01   1.0000000e+00
   8.8000000e-01   1.0000000e+00
   9.5999998e-01   1.0000000e+00
  -1.0000000e+00   1.0000000e+00
  -1.0000000e+00  -9.5999998e-01
  -1.0000000e+00  -8.8000000e-01
  -1.0000000e+00  -8.3999997e-01
  -1.0000000e+00  -7.5999999e-01
  -1.0000000e+00  -7.2000003e-01
  -1.0000000e+00  -6.8000001e-01
  -1.0000000e+00  -6.0000002e-01
  -1.0000000e+00  -5.6000000e-01
  -1.0000000e+00  -4.7999999e-01
  -1.0000000e+00  -4.4000000e-01
  -1.0000000e+00  -4.0000001e-01
  -1.0000000e+00  -3.1999999e-01
  -1.0000000e+00  -2.8000000e-01
  -1.0000000e+00  -2.3999999e-01
  -1.0000000e+00  -1.6000000e-01
  -1.0000000e+00  -1.2000000e-01
  -1.0000000e+00  -3.9999999e-02
  -1.0000000e+00   0.0000000e+00
  -1.0000000e+00   3.9999999e-02
  -1.0000000e+00   1.2000000e-01
  -1.0000000e+00   1.6000000e-01
  -1.0000000e+00   2.3999999e-01
  -1.0000000e+00   2.8000000e-01
  -1.0000000e+00   3.1999999e-01
  -1.0000000e+00   4.0000001e-01
