  -1.8682843e-02   1.0831071e-01  -8.7867465e-02
   9.4667873e-03   4.3329321e-02  -8.6153693e-02
   5.4026705e-03   5.4717318e-03  -2.1008699e-02
  -2.5307686e-02   5.0642742e-03   1.6108785e-02
  -4.1310592e-02   1.0674890e-02  -1.2974817e-03
  -2.5630693e-02   4.8548069e-03  -1.5296164e-02
   5.4504534e-03   5.2476046e-03   2.1051744e-02
   9.1421604e-03   4.3426564e-02   8.6288668e-02
  -1.9282319e-02   1.0821228e-01   8.8631071e-02
  -3.8108088e-02   1.4165658e-01   4.4551049e-04
  -1.9426972e-02   1.0840487e-01  -8.8131107e-02
   8.6759469e-03   4.4088023e-02  -8.5277274e-02
   5.6551434e-03   5.2426794e-03  -2.0915955e-02
  -2.5411450e-02   4.8319739e-03   1.6002973e-02
  -4.1292755e-02   1.0628567e-02  -2.5793394e-03
  -2.5516813e-02   4.9501299e-03  -1.5730588e-02
   5.3894317e-03   5.4611573e-03   2.1061485e-02
   9.0714605e-03   4.3728989e-02   8.5986655e-02
  -1.9216235e-02   1.0806909e-01   8.9166060e-02
  -3.7392905e-02   1.4148099e-01   1.4558260e-03
  -2.8223128e-04   5.9618721e-02  -3.7289979e-02
   2.6806214e-05   5.0282082e-02  -2.4907878e-02
   3.2545904e-05   4.8189797e-02  -2.1573155e-02
  -2.7566799e-05   4.5480903e-02  -1.6513156e-02
  -3.9024599e-05   4.4204080e-02  -1.3958656e-02
  -1.5310507e-06   4.3012371e-02  -1.1740008e-02
   6.2063700e-06   4.1044084e-02  -8.0003222e-03
  -1.0270349e-05   4.0131614e-02  -6.3219441e-03
  -5.5621385e-06   3.7959674e-02  -3.1036014e-03
   8.1843100e-06   3.6934026e-02  -1.7927989e-03
   6.4881897e-06   3.5915881e-02  -6.8118866e-04
   3.7623795e-06   3.3904694e-02   8.9808577e-04
   1.3839135e-06   3.2927023e-02   1.3583116e-03
  -8.6308660e-07   3.1966519e-02   1.6150786e-03
   1.0152976e-06   3.0113361e-02   1.6544045e-03
   4.1327985e-07   2.9506317e-02   1.3988881e-03
  -1.4975321e-06   2.8824799e-02   4.7978541e-04
  -3.3170072e-06   2.8765175e-02  -8.2480685e-05
  -2.7529568e-06   2.8886254e-02  -6.3468266e-04
  -1.0591293e-06   2.9668482e-02  -1.5725418e-03
  -4.2143711e-07   3.0298654e-02  -1.8226094e-03
  -7.2084822e-07   3.1996561e-02  -1.6772944e-03
   3.2651769e-07   3.2979978e-02  -1.3150361e-03
   3.1820600e-06   3.3994783e-02  -7.5277314e-04
   2.1105006e-06   3.6081931e-02   9.4425486e-04
  -1.0628988e-05   3.7186690e-02   2.1669152e-03
   6.6888606e-07   3.9297316e-02   5.0238783e-03
   4.5736670e-08   4.0309081e-02   6.6797885e-03
  -1.2976139e-05   4.1337227e-02   8.4866118e-03
   8.3814812e-06   4.3209812e-02   1.2139773e-02
   6.6777284e-06   4.4236375e-02   1.4160513e-02
   6.4958149e-06   4.5387397e-02   1.6409532e-02
   2.6269234e-05   4.8348607e-02   2.1720566e-02
   4.0189567e-05   5.0490066e-02   2.5071282e-02
  -2.7573132e-04   5.9530828e-02   3.7331486e-02
  -7.3008263e-04   8.6814106e-02  -5.8027029e-02
  -6.8609766e-04   8.6882517e-02   5.8150809e-02
  -2.0140682e-02   7.7433012e-02   2.2164920e-02
  -1.7432741e-02   5.8041904e-02   2.9533990e-03
  -1.6810869e-02   5.5497689e-02   1.4200401e-03
  -1.6062214e-02   5.3205550e-02   1.0384531e-03
  -1.5876121e-02   5.2604761e-02   8.0995991e-04
  -1.5682545e-02   5.1938614e-02   6.8494483e-04
  -1.5305744e-02   5.0762741e-02   1.0070243e-03
  -1.5067853e-02   5.0201060e-02   9.0489251e-04
  -1.4636695e-02   4.8605682e-02   8.6410093e-04
  -1.4397182e-02   4.7695525e-02   8.9183811e-04
  -1.4138995e-02   4.6705652e-02   9.4002479e-04
  -1.3600686e-02   4.4506561e-02   1.1148137e-03
  -1.3414413e-02   4.3344917e-02   1.2348991e-03
  -1.2911189e-02   4.2407850e-02   1.5827628e-03
  -1.2339741e-02   4.0514102e-02   9.7658139e-04
  -1.2128278e-02   3.9679809e-02   6.8862195e-04
  -1.1888158e-02   3.8723320e-02   1.5068694e-04
  -1.1904969e-02   3.8638504e-02  -1.6484997e-04
  -1.1807741e-02   3.8746353e-02  -3.3044734e-04
  -1.2136383e-02   3.9625673e-02  -5.9902651e-04
  -1.2330443e-02   4.0445207e-02  -8.2699539e-04
  -1.2842673e-02   4.2425111e-02  -1.5086522e-03
  -1.3314230e-02   4.3373197e-02  -1.2339383e-03
  -1.3548948e-02   4.4523070e-02  -1.1623076e-03
  -1.4101783e-02   4.6744401e-02  -1.0722132e-03
  -1.4362435e-02   4.7775794e-02  -1.0973469e-03
  -1.4966805e-02   4.9317978e-02  -8.2193132e-04
  -1.5110974e-02   5.0103826e-02  -6.6879796e-04
  -1.5294661e-02   5.0779134e-02  -6.0958962e-04
  -1.5655514e-02   5.1962540e-02  -6.6836891e-04
  -1.5812893e-02   5.2654542e-02  -8.9443562e-04
  -1.6025415e-02   5.3289635e-02  -1.3362759e-03
  -1.6839446e-02   5.5371702e-02  -1.5759389e-03
  -1.7476080e-02   5.7866162e-02  -2.6600201e-03
  -2.0548071e-02   7.7457905e-02  -2.1582429e-02
  -6.1223353e-04   8.6999528e-02   5.8280893e-02
  -1.9998738e-04   6.0057189e-02  -3.8006634e-02
   4.9267939e-05   5.0745390e-02  -2.5480514e-02
   2.3706016e-05   4.8573721e-02  -2.2090697e-02
  -3.7882317e-05   4.5549659e-02  -1.6561991e-02
  -2.9631148e-05   4.4173773e-02  -1.3990234e-02
   8.5447609e-06   4.3013912e-02  -1.1787564e-02
   5.4708653e-06   4.1074036e-02  -8.0633527e-03
   4.2812462e-07   4.0138537e-02  -6.3860267e-03
  -4.8195216e-06   3.8154710e-02  -3.3817400e-03
  -4.9048831e-06   3.7076071e-02  -2.0043511e-03
  -2.1827618e-06   3.5972582e-02  -7.9345203e-04
   2.2426957e-06   3.3847284e-02   9.0476597e-04
  -1.9604004e-06   3.2855630e-02   1.3772114e-03
  -2.8820159e-06   3.1821895e-02   1.6553545e-03
  -7.6421634e-07   3.0155461e-02   1.7582633e-03
  -1.4679599e-06   2.9570608e-02   1.4955004e-03
  -1.4162997e-06   2.8855377e-02   5.4502091e-04
  -1.9140680e-06   2.8773172e-02  -3.5602134e-05
  -2.2953081e-06   2.8880020e-02  -6.0128683e-04
  -4.9829214e-07   2.9624327e-02  -1.5023856e-03
   4.8033905e-07   3.0265411e-02  -1.7391356e-03
   5.0445124e-08   3.2079915e-02  -1.7194159e-03
   3.1233749e-06   3.3012301e-02  -1.4287940e-03
   6.2600593e-06   3.3977063e-02  -8.9618037e-04
   2.9249204e-06   3.6057055e-02   9.0763313e-04
  -2.4115638e-05   3.7221286e-02   2.1970808e-03
  -1.9464984e-05   3.9408127e-02   5.1676123e-03
   4.5411725e-06   4.0309345e-02   6.7146211e-03
   1.0088392e-05   4.1224893e-02   8.3522350e-03
   5.0689632e-06   4.3163978e-02   1.2051211e-02
   3.6068377e-06   4.4229034e-02   1.4143528e-02
   4.4367625e-06   4.5400143e-02   1.6429123e-02
   2.2879292e-05   4.8369987e-02   2.1759626e-02
   3.9750317e-05   5.0514352e-02   2.5102113e-02
  -2.5703941e-04   5.9649123e-02   3.7499355e-02
  -5.5434136e-04   8.7090850e-02  -5.8298223e-02
  -2.0256996e-02   7.7378765e-02   2.2018711e-02
  -1.7417957e-02   5.8056684e-02   3.0193700e-03
  -1.6806081e-02   5.5490073e-02   1.4815342e-03
  -1.6056707e-02   5.3218327e-02   1.0829491e-03
  -1.5862714e-02   5.2610140e-02   8.1291659e-04
  -1.5675530e-02   5.1931169e-02   6.8319106e-04
  -1.5301387e-02   5.0762931e-02   1.0036301e-03
  -1.5063318e-02   5.0202314e-02   8.9328596e-04
  -1.4637862e-02   4.8596382e-02   8.5855369e-04
  -1.4396755e-02   4.7689876e-02   8.9746207e-04
  -1.4138697e-02   4.6707384e-02   9.4007427e-04
  -1.3580051e-02   4.4550681e-02   9.9862300e-04
  -1.3296609e-02   4.3423407e-02   1.0393141e-03
