-0.23746,-0.078199
-0.20108,-0.14855
-0.14452,-0.20399
-0.073463,-0.23896
0.0049705,-0.24995
0.073463,-0.23896
0.14452,-0.20399
0.20108,-0.14855
0.23746,-0.078199
0.25,0
0.23746,0.078199
0.20108,0.14855
0.14452,0.20399
0.073463,0.23896
-0.0049705,0.24995
-0.073463,0.23896
-0.14452,0.20399
-0.20108,0.14855
-0.23746,0.078199
-0.25,0
0.96,-1
0.88,-1
0.84,-1
0.76,-1
0.72,-1
0.68,-1
0.6,-1
0.56,-1
0.48,-1
0.44,-1
0.4,-1
0.32,-1
0.28,-1
0.24,-1
0.16,-1
0.12,-1
0.04,-1
0,-1
-0.04,-1
-0.12,-1
-0.16,-1
-0.24,-1
-0.28,-1
-0.32,-1
-0.4,-1
-0.44,-1
-0.52,-1
-0.56,-1
-0.6,-1
-0.68,-1
-0.72,-1
-0.76,-1
-0.84,-1
-0.88,-1
-0.96,-1
1,-1
-1,-1
1,0.96
1,0.88
1,0.84
1,0.76
1,0.72
1,0.68
1,0.6
1,0.56
1,0.48
1,0.44
1,0.4
1,0.32
1,0.28
1,0.24
1,0.16
1,0.12
1,0.04
1,0
1,-0.04
1,-0.12
1,-0.16
1,-0.24
1,-0.28
1,-0.32
1,-0.4
1,-0.44
1,-0.52
1,-0.56
1,-0.6
1,-0.68
1,-0.72
1,-0.76
1,-0.84
1,-0.88
1,-0.96
1,1
-0.96,1
-0.88,1
-0.84,1
-0.76,1
-0.72,1
-0.68,1
-0.6,1
-0.56,1
-0.48,1
-0.44,1
-0.4,1
-0.32,1
-0.28,1
-0.24,1
-0.16,1
-0.12,1
-0.04,1
0,1
0.04,1
0.12,1
0.16,1
0.24,1
0.28,1
0.32,1
0.4,1
0.44,1
0.52,1
0.56,1
0.6,1
0.68,1
0.72,1
0.76,1
0.84,1
0.88,1
0.96,1
-1,1
-1,-0.96
-1,-0.88
-1,-0.84
-1,-0.76
-1,-0.72
-1,-0.68
-1,-0.6
-1,-0.56
-1,-0.48
-1,-0.44
-1,-0.4
-1,-0.32
-1,-0.28
-1,-0.24
-1,-0.16
-1,-0.12
-1,-0.04
-1,0
-1,0.04
-1,0.12
-1,0.16
-1,0.24
-1,0.28
-1,0.32
-1,0.4
-1,0.44
-1,0.52
-1,0.56
-1,0.6
-1,0.68
-1,0.72
-1,0.76
-1,0.84
-1,0.88
-1,0.96
0.056667,-0.2944
-0.28187,0.062281
-0.34491,0.05737
-0.38592,0.056499
-0.44617,0.053172
-0.49195,0.074488
-0.56323,0.058006
-0.62368,0.057955
-0.68188,0.034836
-0.72587,0.061817
-0.78963,0.055825
-0.83822,0.012087
-0.86843,0.061547
-0.9223,0.067252
-0.83782,-0.020513
-0.79867,-0.0070876
-0.72174,-0.0071174
-0.68577,-0.017656
-0.6294,-0.010546
-0.57469,0.0060237
-0.51184,0.0093862
-0.45132,-0.012562
-0.38366,-0.001411
-0.34601,-0.0082385
-0.28427,0.0065594
-0.27814,0.10681
-0.33272,0.10907
-0.39512,0.11829
-0.43542,0.10203
-0.51261,0.10199
-0.55795,0.12531
-0.61168,0.12487
-0.66496,0.12001
-0.72566,0.12368
-0.81391,0.087042
-0.84261,0.10872
-0.91388,0.10931
-0.95832,0.11468
-0.22556,0.16665
-0.29074,0.15663
-0.33951,0.17381
-0.39491,0.16346
-0.44724,0.15849
-0.5073,0.17193
-0.55356,0.1772
-0.59988,0.18413
-0.64095,0.16803
-0.72063,0.16401
-0.8055,0.17186
-0.85405,0.17937
-0.89105,0.17898
-0.17086,0.2219
-0.22393,0.2266
-0.28041,0.23112
-0.33397,0.22671
-0.399,0.22876
-0.44709,0.22815
-0.51101,0.22109
-0.57181,0.24108
-0.61906,0.22827
-0.66329,0.23155
-0.71568,0.22294
-0.82436,0.23945
-0.90744,0.21073
-0.94474,0.2354
0.89632,0.269
0.86751,0.28875
0.83152,0.27893
0.77899,0.28986
0.70195,0.27789
0.64317,0.27202
0.6098,0.27544
0.55428,0.27398
0.50183,0.27758
0.46205,0.28753
0.40462,0.27247
0.34506,0.29533
0.26951,0.30046
0.21608,0.28371
0.16779,0.27966
0.11665,0.2746
0.062928,0.29323
0.0015485,0.27861
-0.065271,0.28223
-0.11503,0.27383
-0.17694,0.29027
-0.22192,0.27865
-0.28017,0.27215
-0.33873,0.27856
-0.40587,0.27214
-0.46992,0.29071
-0.56231,0.28437
-0.61282,0.27604
-0.66566,0.27953
-0.71613,0.27365
-0.78639,0.2789
-0.80956,0.27385
-0.87293,0.28448
-0.90835,0.28011
0.15984,0.22644
0.23054,0.23895
0.28276,0.23322
0.3383,0.22932
0.39088,0.22135
0.44237,0.23179
0.50651,0.21554
0.55882,0.2341
0.61731,0.22456
0.67247,0.22356
0.73531,0.22192
0.84383,0.22463
0.86749,0.19991
0.9536,0.19671
0.22496,0.17958
0.27716,0.16645
0.33296,0.16074
0.3821,0.16622
0.44781,0.17251
0.48951,0.165
0.5589,0.17678
0.6113,0.17692
0.66493,0.17202
0.72109,0.16346
0.79216,0.1608
0.84213,0.16155
0.88948,0.14192
0.92397,0.15045
0.28886,0.10746
0.34336,0.1189
0.39891,0.10757
0.45724,0.12478
0.50512,0.10112
0.56223,0.12879
0.62701,0.12469
0.67702,0.11386
0.72639,0.10655
0.78033,0.10763
0.81059,0.10689
0.93157,0.07957
0.28267,0.056294
0.34122,0.049642
0.40935,0.058247
0.5103,0.057071
0.57761,0.050838
0.6283,0.061692
0.66553,0.044077
0.72346,0.04455
0.7922,0.060985
0.85711,0.059422
0.92925,0.044969
0.96462,0.041558
0.28279,-0.059567
0.34799,-0.054577
0.39398,-0.071647
0.45327,-0.060118
0.50643,-0.03891
0.57081,-0.037774
0.6102,-0.068922
0.66668,-0.034112
0.71791,-0.051454
0.77399,-0.05704
0.83151,-0.056268
0.89215,-0.069573
0.92027,-0.059808
0.91541,-0.018037
0.88114,-0.010551
0.82161,0.00041303
0.78547,0.0033194
0.65459,0.01331
0.62246,-0.016473
0.57892,-0.0037729
0.44911,0.0018308
0.4084,-0.00051681
0.35291,0.0087065
0.28172,0.0002184
0.28033,-0.11771
0.3339,-0.10125
0.3838,-0.10702
0.45255,-0.10057
0.49036,-0.11698
0.5541,-0.11215
0.60263,-0.11936
0.67511,-0.12044
0.7439,-0.10682
0.87301,-0.12391
0.93522,-0.121
0.96722,-0.11973
0.22425,-0.16405
0.28295,-0.17516
0.33322,-0.17351
0.38152,-0.16691
0.45868,-0.17084
0.50209,-0.15802
0.56293,-0.17447
0.61826,-0.1649
0.73193,-0.15512
0.78957,-0.15311
0.84671,-0.17852
0.90315,-0.1763
0.93097,-0.18423
0.1639,-0.22644
0.22941,-0.22195
0.28133,-0.21574
0.34009,-0.22656
0.37432,-0.22197
0.45682,-0.22439
0.49945,-0.23028
0.55856,-0.22267
0.60071,-0.22452
0.65766,-0.20933
0.72,-0.21182
0.77824,-0.22837
0.85663,-0.23496
0.89019,-0.22679
0.94929,-0.23743
-0.91222,-0.25945
-0.87257,-0.27169
-0.83554,-0.28176
-0.7715,-0.26464
-0.71995,-0.27387
-0.65908,-0.27597
-0.60121,-0.27851
-0.54859,-0.27847
-0.50044,-0.27987
-0.45051,-0.28468
-0.40407,-0.28026
-0.34054,-0.28212
-0.27594,-0.30248
-0.17294,-0.28663
-0.11313,-0.28736
-0.052625,-0.28394
0.0028382,-0.27973
0.11449,-0.28725
0.175,-0.29148
0.22653,-0.27971
0.28061,-0.27201
0.32063,-0.27526
0.38562,-0.27926
0.44283,-0.28568
0.50303,-0.28655
0.56876,-0.28119
0.62486,-0.28322
