   1.0701062e-02   3.8935021e-02
   8.8554146e-03   2.9069599e-02
   6.1822738e-03   2.1431165e-02
   3.0698669e-03   1.6699294e-02
  -2.0547256e-04   1.5230033e-02
  -3.0623903e-03   1.6697763e-02
  -6.1820797e-03   2.1431576e-02
  -8.8557098e-03   2.9070104e-02
  -1.0700191e-02   3.8930971e-02
  -1.1364180e-02   5.0000079e-02
  -1.0699888e-02   6.1069675e-02
  -8.8512907e-03   7.0924088e-02
  -6.1866492e-03   7.8569509e-02
  -3.0689854e-03   8.3303742e-02
   2.0464988e-04   8.4771879e-02
   3.0660494e-03   8.3302833e-02
   6.1828340e-03   7.8568518e-02
   8.8553280e-03   7.0927545e-02
   1.0700054e-02   6.1069835e-02
   1.1366171e-02   5.0000459e-02
   7.5204886e-41   1.4026619e-39
   4.4098863e-42   1.1228478e-39
   3.1750621e-41   1.0026220e-39
   2.1841198e-40   8.1996980e-40
   1.6141417e-40   9.6591083e-40
  -3.1903642e-40   8.9330675e-40
   1.6764434e-40   9.0998360e-40
   1.9489259e-40   8.8725454e-40
   1.8802903e-40   9.6508827e-40
  -2.0206023e-40   7.1067833e-40
   1.8831349e-40   8.5253317e-40
   2.1548467e-40   7.5252670e-40
   2.3629255e-40   7.0784490e-40
  -2.2740972e-40   7.1570618e-40
  -2.2787635e-40   5.0587996e-40
   2.3398321e-40   8.1157742e-40
   1.9180693e-40   7.5945752e-40
  -1.9059201e-40   5.4083535e-40
   1.7396560e-40   6.9846181e-40
   1.5445112e-40   6.7566828e-40
   1.6188641e-40   6.7286989e-40
   2.0840952e-40   7.0165396e-40
  -2.5792860e-40   7.0115930e-40
   2.3294905e-40   7.5257014e-40
   2.2791559e-40   7.7515767e-40
   2.6089235e-40   7.9734163e-40
   2.7904897e-40   9.3783441e-40
  -2.2046629e-40   7.9948421e-40
   3.8463261e-40   1.0244781e-39
   3.4986219e-40   1.0910272e-39
  -1.4965027e-40   8.1782161e-40
   3.6382613e-40   1.1146755e-39
  -7.4546276e-41   9.6413118e-40
   4.0031734e-40   1.1135656e-39
   5.7646616e-40   1.3141251e-39
  -0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
